****                   ADMIXTURE Version 1.3.0                  ****
****                    Copyright 2008-2015                     ****
****           David Alexander, Suyash Shringarpure,            ****
****                John  Novembre, Ken Lange                   ****
****                                                            ****
****                 Please cite our paper!                     ****
****   Information at www.genetics.ucla.edu/software/admixture  ****

Parallel execution requested.  Will use 8 threads.
Cross-validation will be performed.  Folds=10.
Random seed: 43
Point estimation method: Block relaxation algorithm
Convergence acceleration algorithm: QuasiNewton, 3 secant conditions
Point estimation will terminate at 100 iterations
Estimation of standard errors disabled; will compute point estimates only.
Size of G: 142x957
Performing five EM steps to prime main algorithm
1 (EM) 	Elapsed: 0.005	Loglikelihood: -92096.5	(delta): 115110
42 (QN/Block) 	Elapsed: 0.015	Loglikelihood: -55302.7	(delta): 0
43 (QN/Block) 	Elapsed: 0.013	Loglikelihood: -55302.7	(delta): 0
44 (QN/Block) 	Elapsed: 0.013	Loglikelihood: -55302.7	(delta): 7.27596e-12
45 (QN/Block) 	Elapsed: 0.014	Loglikelihood: -55302.7	(delta): -7.27596e-12
46 (QN/Block) 	Elapsed: 0.014	Loglikelihood: -55302.7	(delta): 7.27596e-12
47 (QN/Block) 	Elapsed: 0.014	Loglikelihood: -55302.7	(delta): 0
48 (QN/Block) 	Elapsed: 0.015	Loglikelihood: -55302.7	(delta): -7.27596e-12
49 (QN/Block) 	Elapsed: 0.014	Loglikelihood: -55302.7	(delta): 7.27596e-12
50 (QN/Block) 	Elapsed: 0.014	Loglikelihood: -55302.7	(delta): 0
51 (QN/Block) 	Elapsed: 0.013	Loglikelihood: -55302.7	(delta): -1.45519e-11
52 (QN/Block) 	Elapsed: 0.014	Loglikelihood: -55302.7	(delta): 7.27596e-12
53 (QN/Block) 	Elapsed: 0.015	Loglikelihood: -55302.7	(delta): -7.27596e-12
54 (QN/Block) 	Elapsed: 0.015	Loglikelihood: -55302.7	(delta): 7.27596e-12
55 (QN/Block) 	Elapsed: 0.014	Loglikelihood: -55302.7	(delta): 7.27596e-12
56 (QN/Block) 	Elapsed: 0.014	Loglikelihood: -55302.7	(delta): 0
57 (QN/Block) 	Elapsed: 0.014	Loglikelihood: -55302.7	(delta): -7.27596e-12
58 (QN/Block) 	Elapsed: 0.013	Loglikelihood: -55302.7	(delta): 0
59 (QN/Block) 	Elapsed: 0.014	Loglikelihood: -55302.7	(delta): 0
60 (QN/Block) 	Elapsed: 0.014	Loglikelihood: -55302.7	(delta): 0
61 (QN/Block) 	Elapsed: 0.013	Loglikelihood: -55302.7	(delta): 0
62 (QN/Block) 	Elapsed: 0.012	Loglikelihood: -55302.7	(delta): -7.27596e-12
63 (QN/Block) 	Elapsed: 0.014	Loglikelihood: -55302.7	(delta): 7.27596e-12
64 (QN/Block) 	Elapsed: 0.014	Loglikelihood: -55302.7	(delta): 0
65 (QN/Block) 	Elapsed: 0.014	Loglikelihood: -55302.7	(delta): 0
66 (QN/Block) 	Elapsed: 0.013	Loglikelihood: -55302.7	(delta): 0
67 (QN/Block) 	Elapsed: 0.013	Loglikelihood: -55302.7	(delta): 0
68 (QN/Block) 	Elapsed: 0.014	Loglikelihood: -55302.7	(delta): 7.27596e-12
69 (QN/Block) 	Elapsed: 0.012	Loglikelihood: -55302.7	(delta): 0
70 (QN/Block) 	Elapsed: 0.014	Loglikelihood: -55302.7	(delta): -7.27596e-12
71 (QN/Block) 	Elapsed: 0.014	Loglikelihood: -55302.7	(delta): 7.27596e-12
72 (QN/Block) 	Elapsed: 0.014	Loglikelihood: -55302.7	(delta): 0
73 (QN/Block) 	Elapsed: 0.015	Loglikelihood: -55302.7	(delta): -1.45519e-11
74 (QN/Block) 	Elapsed: 0.013	Loglikelihood: -55302.7	(delta): 7.27596e-12
75 (QN/Block) 	Elapsed: 0.014	Loglikelihood: -55302.7	(delta): 0
76 (QN/Block) 	Elapsed: 0.014	Loglikelihood: -55302.7	(delta): 7.27596e-12
77 (QN/Block) 	Elapsed: 0.013	Loglikelihood: -55302.7	(delta): -7.27596e-12
78 (QN/Block) 	Elapsed: 0.015	Loglikelihood: -55302.7	(delta): 0
79 (QN/Block) 	Elapsed: 0.016	Loglikelihood: -55302.7	(delta): 0
80 (QN/Block) 	Elapsed: 0.014	Loglikelihood: -55302.7	(delta): 0
81 (QN/Block) 	Elapsed: 0.013	Loglikelihood: -55302.7	(delta): 0
82 (QN/Block) 	Elapsed: 0.014	Loglikelihood: -55302.7	(delta): 0
83 (QN/Block) 	Elapsed: 0.013	Loglikelihood: -55302.7	(delta): 0
84 (QN/Block) 	Elapsed: 0.014	Loglikelihood: -55302.7	(delta): 0
85 (QN/Block) 	Elapsed: 0.014	Loglikelihood: -55302.7	(delta): 0
86 (QN/Block) 	Elapsed: 0.014	Loglikelihood: -55302.7	(delta): 0
87 (QN/Block) 	Elapsed: 0.014	Loglikelihood: -55302.7	(delta): 7.27596e-12
88 (QN/Block) 	Elapsed: 0.013	Loglikelihood: -55302.7	(delta): -7.27596e-12
89 (QN/Block) 	Elapsed: 0.013	Loglikelihood: -55302.7	(delta): 0
90 (QN/Block) 	Elapsed: 0.013	Loglikelihood: -55302.7	(delta): 0
91 (QN/Block) 	Elapsed: 0.014	Loglikelihood: -55302.7	(delta): 0
92 (QN/Block) 	Elapsed: 0.013	Loglikelihood: -55302.7	(delta): 0
93 (QN/Block) 	Elapsed: 0.013	Loglikelihood: -55302.7	(delta): -7.27596e-12
94 (QN/Block) 	Elapsed: 0.013	Loglikelihood: -55302.7	(delta): 7.27596e-12
95 (QN/Block) 	Elapsed: 0.014	Loglikelihood: -55302.7	(delta): 0
96 (QN/Block) 	Elapsed: 0.013	Loglikelihood: -55302.7	(delta): 0
97 (QN/Block) 	Elapsed: 0.014	Loglikelihood: -55302.7	(delta): 0
98 (QN/Block) 	Elapsed: 0.014	Loglikelihood: -55302.7	(delta): 0
99 (QN/Block) 	Elapsed: 0.014	Loglikelihood: -55302.7	(delta): 0
100 (QN/Block) 	Elapsed: 0.014	Loglikelihood: -55302.7	(delta): 0
Summary: 
Converged in 100 iterations (1.499 sec)
Loglikelihood: -55302.666539
Fst divergences between estimated populations: 
	Pop0	Pop1	
Pop0	
Pop1	0.522	
Pop2	0.402	0.447	
CV error (K=3): 0.39146
Writing output files.
