****                   ADMIXTURE Version 1.3.0                  ****
****                    Copyright 2008-2015                     ****
****           David Alexander, Suyash Shringarpure,            ****
****                John  Novembre, Ken Lange                   ****
****                                                            ****
****                 Please cite our paper!                     ****
****   Information at www.genetics.ucla.edu/software/admixture  ****

Parallel execution requested.  Will use 8 threads.
Cross-validation will be performed.  Folds=10.
Random seed: 43
Point estimation method: Block relaxation algorithm
Convergence acceleration algorithm: QuasiNewton, 3 secant conditions
Point estimation will terminate at 100 iterations
Estimation of standard errors disabled; will compute point estimates only.
Size of G: 98x940
Performing five EM steps to prime main algorithm
1 (EM) 	Elapsed: 0.002	Loglikelihood: -45139.4	(delta): 106868
75 (QN/Block) 	Elapsed: 0.009	Loglikelihood: -37889.3	(delta): 0
76 (QN/Block) 	Elapsed: 0.01	Loglikelihood: -37889.3	(delta): 7.27596e-12
77 (QN/Block) 	Elapsed: 0.009	Loglikelihood: -37889.3	(delta): 0
78 (QN/Block) 	Elapsed: 0.01	Loglikelihood: -37889.3	(delta): 0
79 (QN/Block) 	Elapsed: 0.009	Loglikelihood: -37889.3	(delta): 0
80 (QN/Block) 	Elapsed: 0.01	Loglikelihood: -37889.3	(delta): -7.27596e-12
81 (QN/Block) 	Elapsed: 0.009	Loglikelihood: -37889.3	(delta): 0
82 (QN/Block) 	Elapsed: 0.009	Loglikelihood: -37889.3	(delta): 0
83 (QN/Block) 	Elapsed: 0.01	Loglikelihood: -37889.3	(delta): 7.27596e-12
84 (QN/Block) 	Elapsed: 0.01	Loglikelihood: -37889.3	(delta): -7.27596e-12
85 (QN/Block) 	Elapsed: 0.007	Loglikelihood: -37889.3	(delta): 7.27596e-12
86 (QN/Block) 	Elapsed: 0.007	Loglikelihood: -37889.3	(delta): 0
87 (QN/Block) 	Elapsed: 0.008	Loglikelihood: -37889.3	(delta): 0
88 (QN/Block) 	Elapsed: 0.01	Loglikelihood: -37889.3	(delta): 0
89 (QN/Block) 	Elapsed: 0.01	Loglikelihood: -37889.3	(delta): -7.27596e-12
90 (QN/Block) 	Elapsed: 0.009	Loglikelihood: -37889.3	(delta): 0
91 (QN/Block) 	Elapsed: 0.01	Loglikelihood: -37889.3	(delta): 0
92 (QN/Block) 	Elapsed: 0.009	Loglikelihood: -37889.3	(delta): 0
93 (QN/Block) 	Elapsed: 0.009	Loglikelihood: -37889.3	(delta): 0
94 (QN/Block) 	Elapsed: 0.01	Loglikelihood: -37889.3	(delta): 0
95 (QN/Block) 	Elapsed: 0.01	Loglikelihood: -37889.3	(delta): 0
96 (QN/Block) 	Elapsed: 0.01	Loglikelihood: -37889.3	(delta): 7.27596e-12
97 (QN/Block) 	Elapsed: 0.008	Loglikelihood: -37889.3	(delta): 0
98 (QN/Block) 	Elapsed: 0.008	Loglikelihood: -37889.3	(delta): -7.27596e-12
99 (QN/Block) 	Elapsed: 0.008	Loglikelihood: -37889.3	(delta): 0
100 (QN/Block) 	Elapsed: 0.009	Loglikelihood: -37889.3	(delta): 0
Summary: 
Converged in 100 iterations (1 sec)
Loglikelihood: -37889.349378
Fst divergences between estimated populations: 
	Pop0	
Pop0	
Pop1	0.186	
CV error (K=2): 0.30228
Writing output files.
