****                   ADMIXTURE Version 1.3.0                  ****
****                    Copyright 2008-2015                     ****
****           David Alexander, Suyash Shringarpure,            ****
****                John  Novembre, Ken Lange                   ****
****                                                            ****
****                 Please cite our paper!                     ****
****   Information at www.genetics.ucla.edu/software/admixture  ****

Parallel execution requested.  Will use 8 threads.
Cross-validation will be performed.  Folds=10.
Random seed: 43
Point estimation method: Block relaxation algorithm
Convergence acceleration algorithm: QuasiNewton, 3 secant conditions
Point estimation will terminate at 100 iterations
Estimation of standard errors disabled; will compute point estimates only.
Size of G: 98x940
Performing five EM steps to prime main algorithm
1 (EM) 	Elapsed: 0.002	Loglikelihood: -45560.1	(delta): 103635
98 (QN/Block) 	Elapsed: 0.012	Loglikelihood: -38557.7	(delta): -7.27596e-12
99 (QN/Block) 	Elapsed: 0.013	Loglikelihood: -38557.7	(delta): 7.27596e-12
100 (QN/Block) 	Elapsed: 0.012	Loglikelihood: -38557.7	(delta): -7.27596e-12
Summary: 
Converged in 100 iterations (1.221 sec)
Loglikelihood: -38557.721995
Fst divergences between estimated populations: 
	Pop0	
Pop0	
Pop1	0.179	
CV error (K=2): 0.30298
Writing output files.
