****                   ADMIXTURE Version 1.3.0                  ****
****                    Copyright 2008-2015                     ****
****           David Alexander, Suyash Shringarpure,            ****
****                John  Novembre, Ken Lange                   ****
****                                                            ****
****                 Please cite our paper!                     ****
****   Information at www.genetics.ucla.edu/software/admixture  ****

Parallel execution requested.  Will use 8 threads.
Cross-validation will be performed.  Folds=10.
Random seed: 43
Point estimation method: Block relaxation algorithm
Convergence acceleration algorithm: QuasiNewton, 3 secant conditions
Point estimation will terminate at 100 iterations
Estimation of standard errors disabled; will compute point estimates only.
Size of G: 557x751
Performing five EM steps to prime main algorithm
1 (EM) 	Elapsed: 0.016	Loglikelihood: -241527	(delta): 356939
31 (QN/Block) 	Elapsed: 0.057	Loglikelihood: -51080.8	(delta): -5.09317e-11
32 (QN/Block) 	Elapsed: 0.064	Loglikelihood: -51080.8	(delta): -2.18279e-11
33 (QN/Block) 	Elapsed: 0.055	Loglikelihood: -51080.8	(delta): 1.45519e-11
34 (QN/Block) 	Elapsed: 0.057	Loglikelihood: -51080.8	(delta): -3.63798e-11
35 (QN/Block) 	Elapsed: 0.056	Loglikelihood: -51080.8	(delta): -8.00355e-11
36 (QN/Block) 	Elapsed: 0.059	Loglikelihood: -51080.8	(delta): 0
37 (QN/Block) 	Elapsed: 370.421	Loglikelihood: -51080.8	(delta): -2.18279e-11
38 (QN/Block) 	Elapsed: 0.056	Loglikelihood: -51080.8	(delta): -7.27596e-11
39 (QN/Block) 	Elapsed: 0.057	Loglikelihood: -51080.8	(delta): 0
40 (QN/Block) 	Elapsed: 0.057	Loglikelihood: -51080.8	(delta): -1.45519e-11
41 (QN/Block) 	Elapsed: 0.059	Loglikelihood: -51080.8	(delta): -6.54836e-11
42 (QN/Block) 	Elapsed: 0.056	Loglikelihood: -51080.8	(delta): 0
43 (QN/Block) 	Elapsed: 0.062	Loglikelihood: -51080.8	(delta): -1.81899e-10
44 (QN/Block) 	Elapsed: 0.058	Loglikelihood: -51080.8	(delta): -5.09317e-11
45 (QN/Block) 	Elapsed: 0.061	Loglikelihood: -51080.8	(delta): -7.27596e-12
46 (QN/Block) 	Elapsed: 0.061	Loglikelihood: -51080.8	(delta): -1.30967e-10
47 (QN/Block) 	Elapsed: 0.053	Loglikelihood: -51080.8	(delta): -1.45519e-11
48 (QN/Block) 	Elapsed: 0.052	Loglikelihood: -51080.8	(delta): 7.27596e-12
49 (QN/Block) 	Elapsed: 0.053	Loglikelihood: -51080.8	(delta): -8.73115e-11
50 (QN/Block) 	Elapsed: 0.055	Loglikelihood: -51080.8	(delta): 1.45519e-11
51 (QN/Block) 	Elapsed: 0.057	Loglikelihood: -51080.8	(delta): -7.27596e-12
52 (QN/Block) 	Elapsed: 0.058	Loglikelihood: -51080.8	(delta): 0
53 (QN/Block) 	Elapsed: 0.056	Loglikelihood: -51080.8	(delta): -2.91038e-11
54 (QN/Block) 	Elapsed: 0.056	Loglikelihood: -51080.8	(delta): -2.91038e-11
55 (QN/Block) 	Elapsed: 0.058	Loglikelihood: -51080.8	(delta): -5.09317e-11
56 (QN/Block) 	Elapsed: 0.059	Loglikelihood: -51080.8	(delta): -2.91038e-11
57 (QN/Block) 	Elapsed: 0.054	Loglikelihood: -51080.8	(delta): -7.27596e-12
58 (QN/Block) 	Elapsed: 0.051	Loglikelihood: -51080.8	(delta): 1.45519e-11
59 (QN/Block) 	Elapsed: 0.057	Loglikelihood: -51080.8	(delta): -7.27596e-12
60 (QN/Block) 	Elapsed: 0.057	Loglikelihood: -51080.8	(delta): 7.27596e-12
61 (QN/Block) 	Elapsed: 0.058	Loglikelihood: -51080.8	(delta): 0
62 (QN/Block) 	Elapsed: 0.056	Loglikelihood: -51080.8	(delta): -1.45519e-11
63 (QN/Block) 	Elapsed: 0.058	Loglikelihood: -51080.8	(delta): 0
64 (QN/Block) 	Elapsed: 0.06	Loglikelihood: -51080.8	(delta): -5.09317e-11
65 (QN/Block) 	Elapsed: 0.06	Loglikelihood: -51080.8	(delta): 0
66 (QN/Block) 	Elapsed: 0.057	Loglikelihood: -51080.8	(delta): 7.27596e-12
67 (QN/Block) 	Elapsed: 0.057	Loglikelihood: -51080.8	(delta): -1.45519e-10
68 (QN/Block) 	Elapsed: 0.059	Loglikelihood: -51080.8	(delta): -1.38243e-10
69 (QN/Block) 	Elapsed: 0.058	Loglikelihood: -51080.8	(delta): -5.09317e-11
70 (QN/Block) 	Elapsed: 0.057	Loglikelihood: -51080.8	(delta): 0
71 (QN/Block) 	Elapsed: 0.055	Loglikelihood: -51080.8	(delta): -1.45519e-11
72 (QN/Block) 	Elapsed: 0.057	Loglikelihood: -51080.8	(delta): 0
73 (QN/Block) 	Elapsed: 0.053	Loglikelihood: -51080.8	(delta): 7.27596e-12
74 (QN/Block) 	Elapsed: 0.058	Loglikelihood: -51080.8	(delta): -2.91038e-11
75 (QN/Block) 	Elapsed: 0.055	Loglikelihood: -51080.8	(delta): -7.27596e-12
76 (QN/Block) 	Elapsed: 0.058	Loglikelihood: -51080.8	(delta): -5.09317e-11
77 (QN/Block) 	Elapsed: 0.056	Loglikelihood: -51080.8	(delta): -1.09139e-10
78 (QN/Block) 	Elapsed: 0.053	Loglikelihood: -51080.8	(delta): -8.73115e-11
79 (QN/Block) 	Elapsed: 0.052	Loglikelihood: -51080.8	(delta): 1.45519e-11
80 (QN/Block) 	Elapsed: 0.054	Loglikelihood: -51080.8	(delta): -1.74623e-10
81 (QN/Block) 	Elapsed: 0.054	Loglikelihood: -51080.8	(delta): 0
82 (QN/Block) 	Elapsed: 0.059	Loglikelihood: -51080.8	(delta): -5.09317e-11
83 (QN/Block) 	Elapsed: 0.056	Loglikelihood: -51080.8	(delta): -7.27596e-12
84 (QN/Block) 	Elapsed: 0.053	Loglikelihood: -51080.8	(delta): -1.16415e-10
85 (QN/Block) 	Elapsed: 0.057	Loglikelihood: -51080.8	(delta): -5.82077e-11
86 (QN/Block) 	Elapsed: 0.053	Loglikelihood: -51080.8	(delta): 7.27596e-12
87 (QN/Block) 	Elapsed: 0.055	Loglikelihood: -51080.8	(delta): -7.27596e-12
88 (QN/Block) 	Elapsed: 0.057	Loglikelihood: -51080.8	(delta): 1.45519e-11
89 (QN/Block) 	Elapsed: 0.052	Loglikelihood: -51080.8	(delta): 0
90 (QN/Block) 	Elapsed: 0.052	Loglikelihood: -51080.8	(delta): -1.01863e-10
91 (QN/Block) 	Elapsed: 0.059	Loglikelihood: -51080.8	(delta): -7.27596e-11
92 (QN/Block) 	Elapsed: 0.059	Loglikelihood: -51080.8	(delta): 0
93 (QN/Block) 	Elapsed: 0.055	Loglikelihood: -51080.8	(delta): 0
94 (QN/Block) 	Elapsed: 0.057	Loglikelihood: -51080.8	(delta): 0
95 (QN/Block) 	Elapsed: 0.055	Loglikelihood: -51080.8	(delta): 7.27596e-12
96 (QN/Block) 	Elapsed: 0.055	Loglikelihood: -51080.8	(delta): -7.27596e-12
97 (QN/Block) 	Elapsed: 0.055	Loglikelihood: -51080.8	(delta): -8.73115e-11
98 (QN/Block) 	Elapsed: 0.051	Loglikelihood: -51080.8	(delta): 7.27596e-12
99 (QN/Block) 	Elapsed: 0.054	Loglikelihood: -51080.8	(delta): -4.36557e-11
100 (QN/Block) 	Elapsed: 0.056	Loglikelihood: -51080.8	(delta): -3.63798e-11
Summary: 
Converged in 100 iterations (376.295 sec)
Loglikelihood: -51080.776497
Fst divergences between estimated populations: 
	Pop0	Pop1	
Pop0	
Pop1	0.769	
Pop2	0.844	0.804	
CV error (K=3): 0.09404
Writing output files.
