****                   ADMIXTURE Version 1.3.0                  ****
****                    Copyright 2008-2015                     ****
****           David Alexander, Suyash Shringarpure,            ****
****                John  Novembre, Ken Lange                   ****
****                                                            ****
****                 Please cite our paper!                     ****
****   Information at www.genetics.ucla.edu/software/admixture  ****

Parallel execution requested.  Will use 8 threads.
Cross-validation will be performed.  Folds=10.
Random seed: 43
Point estimation method: Block relaxation algorithm
Convergence acceleration algorithm: QuasiNewton, 3 secant conditions
Point estimation will terminate at 100 iterations
Estimation of standard errors disabled; will compute point estimates only.
Size of G: 142x576
Performing five EM steps to prime main algorithm
1 (EM) 	Elapsed: 0.001	Loglikelihood: -58196.5	(delta): 81945.5
11 (QN/Block) 	Elapsed: 0.005	Loglikelihood: -40086.7	(delta): 0.000547827
12 (QN/Block) 	Elapsed: 0.005	Loglikelihood: -40086.7	(delta): 0.000443084
13 (QN/Block) 	Elapsed: 0.007	Loglikelihood: -40086.7	(delta): 4.04099e-06
14 (QN/Block) 	Elapsed: 0.007	Loglikelihood: -40086.7	(delta): 3.02753e-08
15 (QN/Block) 	Elapsed: 0.007	Loglikelihood: -40086.7	(delta): 5.89353e-10
16 (QN/Block) 	Elapsed: 0.007	Loglikelihood: -40086.7	(delta): 2.32831e-10
17 (QN/Block) 	Elapsed: 0.008	Loglikelihood: -40086.7	(delta): 7.27596e-12
18 (QN/Block) 	Elapsed: 0.007	Loglikelihood: -40086.7	(delta): 7.27596e-12
19 (QN/Block) 	Elapsed: 0.007	Loglikelihood: -40086.7	(delta): -7.27596e-12
20 (QN/Block) 	Elapsed: 0.007	Loglikelihood: -40086.7	(delta): -7.27596e-12
21 (QN/Block) 	Elapsed: 0.007	Loglikelihood: -40086.7	(delta): 7.27596e-12
22 (QN/Block) 	Elapsed: 0.006	Loglikelihood: -40086.7	(delta): 0
23 (QN/Block) 	Elapsed: 0.007	Loglikelihood: -40086.7	(delta): 7.27596e-12
24 (QN/Block) 	Elapsed: 0.006	Loglikelihood: -40086.7	(delta): -7.27596e-12
25 (QN/Block) 	Elapsed: 0.006	Loglikelihood: -40086.7	(delta): 7.27596e-12
26 (QN/Block) 	Elapsed: 0.006	Loglikelihood: -40086.7	(delta): 0
27 (QN/Block) 	Elapsed: 0.006	Loglikelihood: -40086.7	(delta): 0
28 (QN/Block) 	Elapsed: 0.008	Loglikelihood: -40086.7	(delta): -1.45519e-11
29 (QN/Block) 	Elapsed: 0.008	Loglikelihood: -40086.7	(delta): 7.27596e-12
30 (QN/Block) 	Elapsed: 0.007	Loglikelihood: -40086.7	(delta): 0
31 (QN/Block) 	Elapsed: 0.007	Loglikelihood: -40086.7	(delta): 0
32 (QN/Block) 	Elapsed: 0.008	Loglikelihood: -40086.7	(delta): 7.27596e-12
33 (QN/Block) 	Elapsed: 0.007	Loglikelihood: -40086.7	(delta): -7.27596e-12
34 (QN/Block) 	Elapsed: 0.007	Loglikelihood: -40086.7	(delta): 0
35 (QN/Block) 	Elapsed: 0.006	Loglikelihood: -40086.7	(delta): 0
36 (QN/Block) 	Elapsed: 0.007	Loglikelihood: -40086.7	(delta): 0
37 (QN/Block) 	Elapsed: 0.006	Loglikelihood: -40086.7	(delta): 0
38 (QN/Block) 	Elapsed: 0.006	Loglikelihood: -40086.7	(delta): 7.27596e-12
39 (QN/Block) 	Elapsed: 0.007	Loglikelihood: -40086.7	(delta): 0
40 (QN/Block) 	Elapsed: 0.007	Loglikelihood: -40086.7	(delta): -7.27596e-12
41 (QN/Block) 	Elapsed: 0.007	Loglikelihood: -40086.7	(delta): 0
42 (QN/Block) 	Elapsed: 0.007	Loglikelihood: -40086.7	(delta): 0
43 (QN/Block) 	Elapsed: 0.007	Loglikelihood: -40086.7	(delta): 7.27596e-12
44 (QN/Block) 	Elapsed: 0.007	Loglikelihood: -40086.7	(delta): -7.27596e-12
45 (QN/Block) 	Elapsed: 0.007	Loglikelihood: -40086.7	(delta): 7.27596e-12
46 (QN/Block) 	Elapsed: 0.006	Loglikelihood: -40086.7	(delta): -7.27596e-12
47 (QN/Block) 	Elapsed: 0.006	Loglikelihood: -40086.7	(delta): 0
48 (QN/Block) 	Elapsed: 0.006	Loglikelihood: -40086.7	(delta): 0
49 (QN/Block) 	Elapsed: 0.006	Loglikelihood: -40086.7	(delta): -7.27596e-12
50 (QN/Block) 	Elapsed: 0.006	Loglikelihood: -40086.7	(delta): 1.45519e-11
51 (QN/Block) 	Elapsed: 0.006	Loglikelihood: -40086.7	(delta): -7.27596e-12
52 (QN/Block) 	Elapsed: 0.007	Loglikelihood: -40086.7	(delta): 0
53 (QN/Block) 	Elapsed: 0.006	Loglikelihood: -40086.7	(delta): 0
54 (QN/Block) 	Elapsed: 0.006	Loglikelihood: -40086.7	(delta): -7.27596e-12
55 (QN/Block) 	Elapsed: 0.006	Loglikelihood: -40086.7	(delta): 7.27596e-12
56 (QN/Block) 	Elapsed: 0.007	Loglikelihood: -40086.7	(delta): 0
57 (QN/Block) 	Elapsed: 0.006	Loglikelihood: -40086.7	(delta): 0
58 (QN/Block) 	Elapsed: 0.005	Loglikelihood: -40086.7	(delta): 0
59 (QN/Block) 	Elapsed: 0.006	Loglikelihood: -40086.7	(delta): 0
60 (QN/Block) 	Elapsed: 0.006	Loglikelihood: -40086.7	(delta): 0
61 (QN/Block) 	Elapsed: 0.006	Loglikelihood: -40086.7	(delta): -7.27596e-12
62 (QN/Block) 	Elapsed: 0.006	Loglikelihood: -40086.7	(delta): 7.27596e-12
63 (QN/Block) 	Elapsed: 0.006	Loglikelihood: -40086.7	(delta): 0
64 (QN/Block) 	Elapsed: 0.007	Loglikelihood: -40086.7	(delta): 0
65 (QN/Block) 	Elapsed: 0.006	Loglikelihood: -40086.7	(delta): 7.27596e-12
66 (QN/Block) 	Elapsed: 0.006	Loglikelihood: -40086.7	(delta): -1.45519e-11
67 (QN/Block) 	Elapsed: 0.007	Loglikelihood: -40086.7	(delta): 7.27596e-12
68 (QN/Block) 	Elapsed: 0.007	Loglikelihood: -40086.7	(delta): -7.27596e-12
69 (QN/Block) 	Elapsed: 0.006	Loglikelihood: -40086.7	(delta): 7.27596e-12
70 (QN/Block) 	Elapsed: 0.006	Loglikelihood: -40086.7	(delta): 7.27596e-12
71 (QN/Block) 	Elapsed: 0.007	Loglikelihood: -40086.7	(delta): -7.27596e-12
72 (QN/Block) 	Elapsed: 0.006	Loglikelihood: -40086.7	(delta): 0
73 (QN/Block) 	Elapsed: 0.007	Loglikelihood: -40086.7	(delta): 0
74 (QN/Block) 	Elapsed: 0.006	Loglikelihood: -40086.7	(delta): 0
75 (QN/Block) 	Elapsed: 0.007	Loglikelihood: -40086.7	(delta): 0
76 (QN/Block) 	Elapsed: 0.006	Loglikelihood: -40086.7	(delta): 0
77 (QN/Block) 	Elapsed: 0.006	Loglikelihood: -40086.7	(delta): 0
78 (QN/Block) 	Elapsed: 0.007	Loglikelihood: -40086.7	(delta): 0
79 (QN/Block) 	Elapsed: 0.006	Loglikelihood: -40086.7	(delta): 7.27596e-12
80 (QN/Block) 	Elapsed: 0.007	Loglikelihood: -40086.7	(delta): -7.27596e-12
81 (QN/Block) 	Elapsed: 0.006	Loglikelihood: -40086.7	(delta): -7.27596e-12
82 (QN/Block) 	Elapsed: 0.006	Loglikelihood: -40086.7	(delta): 7.27596e-12
83 (QN/Block) 	Elapsed: 0.006	Loglikelihood: -40086.7	(delta): 0
84 (QN/Block) 	Elapsed: 0.006	Loglikelihood: -40086.7	(delta): 0
85 (QN/Block) 	Elapsed: 0.006	Loglikelihood: -40086.7	(delta): 0
86 (QN/Block) 	Elapsed: 0.006	Loglikelihood: -40086.7	(delta): 0
87 (QN/Block) 	Elapsed: 0.006	Loglikelihood: -40086.7	(delta): 0
88 (QN/Block) 	Elapsed: 0.007	Loglikelihood: -40086.7	(delta): 7.27596e-12
89 (QN/Block) 	Elapsed: 0.006	Loglikelihood: -40086.7	(delta): -7.27596e-12
90 (QN/Block) 	Elapsed: 0.006	Loglikelihood: -40086.7	(delta): 0
91 (QN/Block) 	Elapsed: 0.007	Loglikelihood: -40086.7	(delta): 7.27596e-12
92 (QN/Block) 	Elapsed: 0.007	Loglikelihood: -40086.7	(delta): 0
93 (QN/Block) 	Elapsed: 0.005	Loglikelihood: -40086.7	(delta): -7.27596e-12
94 (QN/Block) 	Elapsed: 0.006	Loglikelihood: -40086.7	(delta): 7.27596e-12
95 (QN/Block) 	Elapsed: 0.006	Loglikelihood: -40086.7	(delta): -1.45519e-11
96 (QN/Block) 	Elapsed: 0.006	Loglikelihood: -40086.7	(delta): 0
97 (QN/Block) 	Elapsed: 0.006	Loglikelihood: -40086.7	(delta): 7.27596e-12
98 (QN/Block) 	Elapsed: 0.006	Loglikelihood: -40086.7	(delta): -7.27596e-12
99 (QN/Block) 	Elapsed: 0.006	Loglikelihood: -40086.7	(delta): 7.27596e-12
100 (QN/Block) 	Elapsed: 0.006	Loglikelihood: -40086.7	(delta): 7.27596e-12
Summary: 
Converged in 100 iterations (0.721 sec)
Loglikelihood: -40086.701468
Fst divergences between estimated populations: 
	Pop0	
Pop0	
Pop1	0.485	
CV error (K=2): 0.45169
Writing output files.
